tweet_id,location,location_true
ID_1061462632849440768,California,California
ID_1061467521570783232,California Paradise,California
ID_1061529129164648448,NE Northern California,California
ID_1061531144343183360,California NY,California
ID_1061575300935487488,California US california,California
ID_1061592393223430144,California,California
ID_1061617017566969856,California usa,California
ID_1061621154211921920,California Californias,Californias
ID_1061625923433324544,California,California
ID_1061672925038870528,Butte County California Northern California,Butte County California
ID_1061693662424264704,California,California
ID_1061702506978426880,California,California
ID_1061702809932840960,California,California
ID_1061704846586212352,California usa,California
ID_1061706199467507712,California,California
ID_1061711549591678976,California,California
ID_1061828954003259392,California usa,California
ID_1061981746252705792,California,California
ID_1061985574230376448,California,California
ID_1062001032874680320,California PR,California
ID_1062006674926526464,California,California
ID_1062029955532537856,California,California
ID_1062038799759302656,California,California
ID_1062072788138242048,California,California
ID_1062102885545230336,California LA PR,California
ID_1062111229840367616,California,California
ID_1062115991319126016,California,California
ID_1062121598319239168,California Malibu,California Malibu Venice Beach
ID_1062131480124710912,California,California
ID_1062188040272166912,Butte County,Butte County
ID_1062190750669127680,California,California
ID_1062209016531730432,CA California,California
ID_1062215807982170112,California,California
ID_1062295254848684032,California,California
ID_1062336869369868288,California,California
ID_1062341826441605120,California,California
ID_1062351893060558848,California,California
ID_1062378787311157248,Butte County California,California
ID_1062380707324977152,California Northern California usa,California
ID_1062383642524045312,American California,California
ID_1062402896539529216,CA California LA,California
ID_1062412313339277312,California US,California
ID_1062460790475763712,CA California,California
ID_1062472925750546432,California Paradise,Griffith Park Paradise Chaplains Southern California
ID_1062614499876921344,California Northern California,California
ID_1062621856736276480,CA California Nevada,California Nevada
ID_1062622352687558656,California california,California
ID_1062622994982412288,California,California
ID_1062643555678720000,California,California
ID_1062712166128660480,California,California
ID_1062774140313059328,California,California
ID_1062789360343531520,California,California
ID_1062821015758098432,California,California
ID_1062843866208862208,California Oregon Washington,California Oregon SW Washington Vancouver WA
ID_1062849977490100224,California,California
ID_1062854953600016384,California,California
ID_1062896805912834048,California Northern California,Northern California
ID_1062899387423178752,California Californias,Californias
ID_1063075743859650560,California US,California
ID_1063117071368810496,California,California
ID_1063122963246075904,Butte County CA US,Butte County
ID_1063126658557923328,California Northern California usa,Northern California
ID_1063134544835043328,California Northern California,California
ID_1063137464624144384,California Paradise,California
ID_1063173292851372032,Chico Paradise,Chico’s WalMart
ID_1063183787272650752,Californias Europe Malibu Northern California usa,Californias Malibu Northern California
ID_1063198915451736064,California usa,California
ID_1063270482206691328,Californias NE Northern California Northern Californias,Californias
ID_1063276090171551744,California,California
ID_1063277793910362112,California US,California
ID_1063288486705410048,California,California
ID_1063375172718264320,Butte County California Northern California,Butte County California
ID_1063424559590850560,California,California
ID_1063435363438481408,California,California
ID_1063456902389030912,California,California
ID_1063534818439376896,California,California
ID_1063611471081426944,America California,America California
ID_1063676309723901952,California usa,California
ID_1063925914503954432,California,California
ID_1063986582900932608,Butte County,Butte County
ID_1064005917258199040,California,California
ID_1064117335433322496,California,California
ID_1064156771755982848,California Paradise,California
ID_1064159371834220544,CA California US,CA California
ID_1064173412145344512,California,California
ID_1064182822422937600,Butte County California,Butte County California
ID_1064217319583465472,California Paradise,California Loma Prieta Northridge Paradise
ID_1064232356897280000,California,"9/11,California"
ID_1064294371825254400,California,California
ID_1064326377506304000,California Northern California,California
ID_1064327300974559232,California,California
ID_1064370128635056128,NE,Valley Ranch Equestrian School
ID_1064388678250725376,California Californias,Californias
ID_1064448176453808128,California,California
ID_1064490832743419904,California,California
ID_1064491487902224384,CA,Walmart
ID_1064503989172097024,California Charlotte NC NorthCarolina,California NorthCarolina
ID_1064569698459762688,American California,California
ID_1064571828100833280,California,California
ID_1064598368813494272,California,California
ID_1064631034392657920,California,California
ID_1064632328536899584,California usa,California
ID_1064639756795994112,California Oklahoma,California Oklahoma
ID_1064652556784320512,California,California
ID_1064694673682325504,california,california
ID_1064794508485951488,California,California
ID_1064813598684278784,Butte County California,California
ID_1064905912283000832,Butte County CA Los Angeles,Butte CA Los Angeles Ventura
ID_1064936029369614336,California Los Angeles,California Los Angeles
ID_1064946513921609728,California Israel US,California Israeli
ID_1064947534140006400,California,California
ID_1064957457225535488,California,California
ID_1064998221804707840,California,California
ID_1065015446368395264,California,California
ID_1065020021662015488,California Los Angeles,California Los Angeles
ID_1065026972928098304,California Oroville,California
ID_1065032640208621568,California Northern California,California
ID_1065147339244007424,California,California
ID_1065179327006998528,California,California
ID_1065190250828439552,America California usa,California SanFrancisco
ID_1065219025863626752,California,California
ID_1065237400312520704,California usa,California
ID_1065249109337088000,California FL,California
ID_1065260283357212672,CA California,California
ID_1065266258902433792,California Californias,Californias
ID_1065267618544852992,California,California
ID_1065269685229363200,Unknown,Bay Area
ID_1065270397313212416,California,California
ID_1065287266921340928,California,California
ID_1065287673433092096,Butte CA PA PR SC,HUMBOLDT
ID_1065297282550120448,California,California
ID_1065306507539959808,California,California
ID_1065309299327537152,American California,California
ID_1065318607809363968,California Paradise,California Town of Paradise
ID_1065321362582061056,California,California
ID_1065341658332573696,California US,California
ID_1065343341674590208,Butte County,Butte
ID_1065345843790786560,California Paradise,California
ID_1065352703184912384,Butte County California PA Sierra Nevada,California Sierra Nevada
ID_1106492477043867648,Mozambique,Mozambique
ID_1106495942847614976,Mozambique Zimbabwe,Mozambique Zimbabwe
ID_1106635576218918912,LA Mozambique Sofala,Munhava Sofala
ID_1106639626872279040,Malawi usa,Malawi
ID_1106673127130583040,Harare Manicaland,Harare Manicaland Muzarabani
ID_1106813189499600896,Chimanimani Mozambique Zimbabwe,Chimanimani Zimbabwe
ID_1106814374398881792,Harare,Harare
ID_1106881628855549952,Zimbabwe,Zimbabwe
ID_1106941332558217216,Mozambique usa,Mozambique
ID_1106956296031518720,Chimanimani Zim,Chimanimani
ID_1106958884923686912,Harare LA,2 Princess Drive Harare Newlands
ID_1106983475649961984,Mozambique Zimbabwe Zimbabwes usa,Mozambique Zimbabwes
ID_1107001395134255104,African Malawi Mozambique Zimbabwe usa,Malawi Mozambique Zimbabwe southern African
ID_1107012567145287680,Mozambique Zimbabwe,Mozambique Zimbabwe
ID_1107018356077576192,Malawi Mozambique Zimbabwe,Malawi Mozambique Zimbabwe
ID_1107077598595739648,Africa Beira Mozambique Zimbabwe,Africa Beira Mozambique Zimbabwe
ID_1107114541035540480,Zimbabwe,Zimbabwe
ID_1107128825220075520,Chimanimani GA LA,Chimanimani
ID_1107142971185659904,Chimanimani Ngangu,Chimanimani Ngangu Township Rusitu Valley Community
ID_1107165727931404288,Manicaland Mozambique,Manicaland Mozambique
ID_1107185981155934208,African Mozambique Zimbabwe,African Mozambique South Africa Zimbabwe
ID_1107194651411398656,Unknown,Risitu valley
ID_1107241345758965760,Malawi Mozambique Zimbabwe usa,Malawi Mozambique Zimbabwe
ID_1107262903072243712,Malawi Mozambique Zambia Zimbabwe,Madagascar Malawi Mozambique Zambia Zimbabwe
ID_1107270231238590464,Malawi Mozambique,Malawi Mozambique
ID_1107296725935505408,Chimanimani Manica Zim,Chimanimani
ID_1107307518609498112,Zimbabwe,Zimbabwe
ID_1107329569365712896,Beira,Beira
ID_1107353602434183168,Chimanimani Chipinge,Chimanimani Chipinge Nyanga Vumba
ID_1107374941450784768,Mozambique,Eastern Highlands Mozambique
ID_1107398816121217024,Beira Mozambique,Beira Mozambique
ID_1107467668263714816,Mozambique,Buzi Mozambique River Buzi
ID_1107640570925776896,Indian Mozambique Zimbabwe,Mozambique Zimbabwe
ID_1107651624825208832,Beira Mozambique,Beira Mozambique
ID_1107679247840219136,Zimbabwe,Zimbabwe
ID_1107685045714776064,African Beira Mozambique US,Beira Mozambique US
ID_1107708876521115648,Zimbabwe,Zimbabwe
ID_1107747256885825536,Zimbabwe,Highlands Presbyterian Church Zimbabwe
ID_1107756443774668800,Malawi Mozambique Zimbabwe,Malawi Mozambique Zimbabwe
ID_1107866248573005824,Africa GA Mozambique,Mozambique
ID_1107899480211419136,Beira Mozambique,Beira Mozambique
ID_1107902427360083968,Mozambique,Mozambique
ID_1107913941160771584,Mozambique,Mozambique
ID_1107916246417317888,Chimanimani,Chimanimani Marange
ID_1107919834694778880,Unknown,Mocambique
ID_1107950818177806336,Zim,Vimbai Zimutos
ID_1107960709349019648,Chimanimani Manicaland Mutare Zimbabwe,Chimanimani Manicaland Mutare Nhedziwa Wengezi Zimbabwe
ID_1107966239455019008,Malawi Mozambique UK Zimbabwe,UK
ID_1107966753043300352,Atlanta Beira Miami Mozambique New Orleans,Atlanta Beira Miami Mozambique New Orleans
ID_1107980955569045504,Chimanimani Chipinge Zimbabwe,Chimanimani Chipinge Zimbabwe
ID_1107985042326908928,Mozambique usa,Mozambique
ID_1107989773787037696,Beira Mozambique,Beira Mozambique
ID_1108005969135616000,Manicaland Zimbabwe,Manicaland Zimbabwe
ID_1108010538632658944,NZ Zimbabwe,Zimbabwe
ID_1108030839407947776,Mozambique,Chimoio Mozambique
ID_1108053846612459520,Mozambique,Mozambique
ID_1108068871813193728,Malawi,Malawi
ID_1108126634643738624,EU Malawi Mozambique Zimbabwe,Malawi Mozambique Zimbabwe
ID_1108129902115647488,Mozambique,Mozambique
ID_1108139346262151168,Mozambique UK,UKAid
ID_1108160909980196864,Manicaland,Manicaland
ID_1108164200344498176,Malawi Mozambique Tanzania Zimbabwe,Malawi Mozambique Tanzania Zimbabwe
ID_1108227041126727680,Malawi Zimbabwe,Malawi Zimbabwe
ID_1108249123461967872,Sofala,Buzi Sofala
ID_1108271160507228160,Malawi Mozambique Zim,Abu Dhabi Malawi Mozambique Zim
ID_1108299359769235456,African Malawi Mozambique US Zimbabwe,Malawi Mozambique Zimbabwe
ID_1108312861057732608,Zimbabwe zimbabwe,Zimbabwe
ID_1108313050904432640,African Malawi Mozambique US Zimbabwe,Malawi Mozambique Zimbabwe
ID_1108347145629954048,Beira Mozambique,Mozambique OCHA Rosea
ID_1108353061792157696,Mozambique Zimbabwe,Mozambique Zimbabwe
ID_1108353547052158976,Chimanimani Chipinge,Buhera Checheche Chibuwe Chimanimani Chipinge Murambinda Rimbi
ID_1108381764777639936,Mozambique Southern Africa,Mozambique Southern Africa
ID_1108382742780231680,Bikita Masvingo,Bikita Masvingo
ID_1108393260932874240,Mozambique,Mozambique
ID_1108403742578262016,Malawi Mozambique Zimbabwe,Malawi Mozambique Zimbabwe
ID_1108410069656453120,Beira Mozambique,Beira Mozambique
ID_1108410194197790720,Mozambique Zim,Mozambique
ID_1108410706775416832,Malawi Mozambique Zimbabwe,Malawi Mozambique Zimbabwe
ID_1108411619099529216,Mozambique,Mozambique
ID_1108426881731387392,Malawi Mozambique Zimbabwe,Malawi Mozambique Zimbabwe
ID_1108430719439826944,Ngangu,Ngangu
ID_1108574058088747008,Mozambique Zimbabwe,Mozambique Zimbabwe
ID_1108620374093123584,Mozambique PA Sofala,Mozambique Sofala
ID_1108634513398263808,Zimbabwe zimbabwe,Zimbabwe
ID_1108645096378036224,Chimanimani Manicaland UK Zimbabwe,Chimanimani Chinese Manicaland
ID_1108659050877734912,Mozambique PA,Mozambique
ID_1108667868118425600,Beira Mozambique,Beira Mozambique
ID_1108682359837286400,Malawi PA,Malawi
ID_1108700384019787776,Mozambique Norway,Mozambique
ID_1108722187803000832,Malawi Mozambique Tanzania Zimbabwe Zimbabwean,Mozambique Zimbabwe
ID_1108730821857476608,Manicaland Zim zimbabwe,Manicaland
ID_1108757047741480960,EU Mozambique Portugal UK mozambique,Mozambique mozambique
ID_1108786037264920576,Zimbabwe,Johannesburg Zimbabwe
ID_1108822588061560832,Mozambique Sofala Zambezia,Cuamba Madimba Mozambique Niassa Sofala Zambezia
ID_1108827854006030336,Unknown,Gerald Bourke
ID_1108860656294477824,Beira Maputo Mozambique usa,Beira Maputo Mozambique
ID_1108967792890413056,NE Southern Africa,Southern Africa
ID_1109040666712199168,Manica Mozambique,Manica Mozambique
ID_1109063885632483328,Manica Mozambique,Manica Mozambique Tussana
ID_1109074720396333056,Malawi Mozambique Zimbabwe,Malawi Mozambique Zimbabwe
ID_1109077432257167360,Malawi Mozambique PA Zimbabwe,Malawi Mozambique Zimbabwe
ID_1109088149182009344,Beira mozambique,-Beira Chimoio
ID_1109088313435148288,Unknown,CycloneIdai
ID_1109093641925128192,Mozambique,Mozambique
ID_1109105128714305536,Mozambique,Mozambique
ID_1109116359101820928,Georgia,Georgia Uganda
ID_1109119995282378752,Manicaland Zimbabwe,Manicaland Zimbabwe
ID_1109130914284609536,Mozambique SouthAfrica,Mozambique South Africas SouthAfrica
ID_1109147489838485504,Chimanimani Ngangu Zim,Chimanimani Ngangu
ID_1109192273215008768,Zimbabwe Zimbabwes,Zimbabwes
ID_1109343705138376704,Africa Mozambique,Mozambique South Africa
ID_1109362295724040192,UK Zimbabwe,UK Zimbabwe
ID_1109390403353096192,Mozambique Southern Africa usa,Mozambique Southern Africa
ID_1109448383067054080,Mozambique,Mozambique
ID_1109539570087952384,Mozambique Zimbabwe,Mozambique Zimbabwe
ID_1109553711737651200,Africa Canada Malawi Zimbabwe usa,Africa Canada Malawi Moambique Zimbabwe
ID_1109571047286849536,Chimanimani Zimbabwe,Chimanimani Zimbabwe
ID_1109635821005619200,Malawi Mozambique Zimbabwe,Malawi Mozambique Namibia Zimbabwe
ID_1109723474564734976,Mozambique South African Zimbabwe,Mozambique South Africans Zimbabwe
ID_1109734927296282624,Mozambique,Mozambique
ID_1109767619257794560,Chimanimani,Chimanimani
ID_1109835139499151360,Beira UK,Beira
ID_1109838422099804160,Chimanimani Chipinge NE,Chimanimani Chipinge Mt Selinda
ID_1110037640806567936,Chimanimani Mutare,Chimanimani
ID_1110103073647742976,Malawi,Chikwawa Malawi Nsanje Shire River districts
ID_1110191088973869056,Malawi africa,Nsanje
ID_1110200010157842432,Beira Mozambique UK usa,Beira Mozambique UK
ID_1110234432261316608,CA Malawi Mozambique,Malawi Mozambique
ID_1110237231502057472,EU,EU
ID_1110241642798301184,Louisiana Nebraska,Nebraska
ID_1110255893084626944,Mozambique,Mozambique
ID_1110261532250783744,Nebraska Washington,Butler Cass Colfax Dodge Douglas Nebraska Nemaha Sarpy Saunders Washington
ID_1110267333522669568,Nebraska nebraska,nebraska
ID_1110268446913097728,Nebraska,Nebraska
ID_1110269535297384448,NE Nebraska,Nebraska
ID_1110274609755099136,Nebraska,Nebraska
ID_1110276926076260352,Nebraska,Nebraska
ID_1110287422020042752,Nebraska,Nebraska
ID_1110319732320800768,Nebraska,Nebraska
ID_1110320044469161984,Nebraska,Nebraska
ID_1110324919332687872,NEBRASKA,NEBRASKA
ID_1110326051337465856,Nebraska,Nebraska
ID_1110337067567988736,Nebraska,Nebraska
ID_1110369921345744896,Nebraska,Nebraska
ID_1110388411389657088,Nebraska,Nebraska
ID_1110398367299964928,Africa Zimbabwe,Africa Zimbabwe
ID_1110399168806182912,Nebraska,Nebraska
ID_1110406752208670720,Nebraska,Nebraska
ID_1110432225739329536,Manchester Nebraska,Manchester Nebraska
ID_1110451589091737600,Nebraska,Nebraska
ID_1110451733845688320,Beira,Beira
ID_1110459900700823552,Mozambique,Mozambique
ID_1110489606078763008,NE nebraska omaha,nebraska omaha
ID_1110493647756234752,Mozambique Sofala,Mozambique
ID_1110495625534160896,Africa Mozambique,Africa Mozambique
ID_1110506507018424320,Chimanimani EU Zim,Chimanimani
ID_1110508333180616704,Iowa Missouri Nebraska USA,Iowa Missouri Nebraska USA
ID_1110523743208697856,Nebraska,Nebraska
ID_1110528045000155136,Ashland Nebraska Norfolk Paradise,Ashland Bellevue Dannebrog Duncan Genoa Nebraska City Norfolk Paradise Lakes Thurman Valley Wood River
ID_1110529869392302080,Nebraska,Nebraska
ID_1110534266180509696,Iowa Nebraska,Iowa Nebraska
ID_1110537889190825984,Nebraska,Nebraska
ID_1110540805951893504,Ashland Nebraska,Ashland Mansfield Nebraska
ID_1110545301012729856,Nebraska,Nebraska
ID_1110550619927076864,Iowa Nebraska,Iowa Nebraska
ID_1110555789633179648,NE Nebraska usa,Nebraska
ID_1110558626945617920,Lincoln Nebraska,Lincoln Nebraska
ID_1110562626268913664,Nebraska,Nebraska
ID_1110591964142026752,Zimbabwe,Zimbabwe
ID_1110593000797814784,Nebraska,Nebraska
ID_1110623374005415936,Nebraska,Nebraska
ID_1110623574140829696,Nebraska,Nebraska
ID_1110628888382750720,Mozambique,Mozambique
ID_1110634537871130624,Omaha,Omaha
ID_1110634769019211776,Nebraska,Nebraska
ID_1110636632347197440,Fremont NC Nebraska,Fremont Nebraska
ID_1110653075285372928,Iowa Nebraska,Iowa Nebraska
ID_1110656778113560576,Nebraska,Nebraska
ID_1110662275810103296,NC Nebraska,Nebraska
ID_1110662851037982720,Iowa Nebraska,Iowa Nebraska
ID_1110679496817029120,Nebraska,Nebraska
ID_1110685420466171904,Nebraska,Nebraska
ID_1110687429839732736,Unknown,Western Douglas County
ID_1110698815298768896,Iowa Nebraska US,Iowa Nebraska
ID_1110708013244055552,Kansas Nebraska,Kansas Nebraska
ID_1110709311049793536,Nebraska,Nebraska
ID_1110711571834130432,Nebraska,Nebraska
ID_1110748157955194880,Unknown,cost Midwestern
ID_1110752661266149376,Nebraska,Nebraska
ID_1110761462513963008,American Iowa Nebraska,Nebraska
ID_1110800449580515328,NE Nebraska,Nebraska
ID_1110815958778691584,Unknown,Dondo
ID_1110827008827817984,Chimanimani,Chimanimani
ID_1110838738383446016,CA Chimanimani,Chimanimani
ID_1110851006802337792,Iowa Nebraska Omaha,Iowa Nebraska Omaha
ID_1110854432621649920,Nebraska,Nebraska
ID_1110867778532200448,Chipinge,Chipinge
ID_1110874468728094720,Nebraska,Nebraska
ID_1110892108196515840,Beira Mozambique NE,Beira Mozambique
ID_1110896607841714176,Nebraska nebraska,Nebraska
ID_1110900286455988224,Nebraskas,Nebraskas
ID_1110904860390625280,EU UK Zimbabwe,Zimbabwe
ID_1110907970655797248,Nebraska,Nebraska
ID_1110910628154273792,Iowa NE Nebraska,Iowa Nebraska
ID_1110919594116562944,Nebraska,Nebraska
ID_1110921308831969280,Iowa Nebraska,Iowa Nebraska
ID_1110924886564921344,Iowa Nebraska U.S.,Iowa Nebraska U.S.
ID_1110925776424177664,Iowa Nebraska,Nebraska
ID_1110931552945475584,Nebraska,Nebraska
ID_1110934769997615104,Fremont Nebraska,Nebraska
ID_1110949565694398464,Fremont Nebraska SC South Dakota,Fremont Nebraska Pine Ridge South Dakota Spencer
ID_1110950506116116480,Nebraska,Nebraska
ID_1110964383478353920,Nebraska,Nebraska
ID_1110973702852759552,Nebraska usa,Nebraska
ID_1110982610401050624,Alabama Alaska California Carolinas Florida Georgia Hawaii Iowa Kansas Missouri Nebraska,Alabama Alaska California Carolinas Florida Georgia Hawaii Iowa Kansas Missouri Nebraska
ID_1110983456299929600,Iowa Nebraska,Iowa Nebraska
ID_1110987347343130624,Mozambique africa,Mozambique
ID_1110992719302795264,NE Nebraska,Nebraska
ID_1110997301152100352,CA Iowa Nebraska,Iowa Nebraska
ID_1111005776255033344,Nebraska Ohio United States,Nebraska Ohio United States
ID_1111017663470424064,NE Nebraska,Nebraska
ID_1111020236201811968,Nebraska,@Nebraska
ID_1111021202942902272,Nebraska,Nebraska
ID_1111025112453517312,Nebraska,Grand Island GrandIsland Nebraska
ID_1111035671207124992,American Iowa Nebraska,Nebraska
ID_1111049207245361152,Nebraska South Dakota,Nebraska South Dakota
ID_1111058651668570112,Iowa Nebraska,Iowa Nebraska
ID_1111062307784847360,Nebraska,Nebraska
ID_1111069061973196800,Nebraska,Nebraska
ID_1111075714449788928,Nebraska,Nebraska
ID_1111081920719400960,Mozambique Zimbabwe,Mozambique Zimbabwe
ID_1111084281600921600,Nebraska,Nebraska
ID_1111098977007611904,Iowa Nebraska,Iowa Nebraska
ID_1111105407714500608,Nebraska,Nebraska
ID_1111115904560103424,Nebraska,Nebraska
ID_1111162425225691136,USA Zimbabwe,Zimbabwe
ID_1111181125702037504,Chimanimani Harare Zimbabwe zimbabwe,Chimanimani Harare Zimbabwe zimbabwe
ID_1111181169335435264,Malawi,Phalombe
ID_1111248757230845952,Nebraska,Nebraska
ID_1111259557970485248,Nebraska,Nebraska
ID_1111260768127852544,Manicaland UK,Manicaland
ID_1111271521216090112,Mozambique,Mozambique
ID_1111273486553620480,Nebraska Wisconsin,Nebraska Wisconsin
ID_1111288037802045440,nebraska,kansas missouri nebraska
ID_1111289542718287872,Nebraska,Nebraska
ID_1111289872277520384,Nebraska U.S. United States,Nebraska United States
ID_1111296325910437888,Nebraska,Nebraska
ID_1111298048330747904,Iowa NE Nebraska,Barn Town Iowa Nebraska
ID_1111299398598828032,Iowa Nebraska,Nebraska
ID_1111313135120642048,Nebraska,Nebraska
ID_1111324725597360128,FL Nebraska PA,Nebraska
ID_1111325243430354944,Nebraska,Nebraska
ID_1111326686493200384,Nebraska,Nebraska
ID_1111340334456422400,Beira Mozambique,Beira Mozambique
ID_1111350937468186624,Nebraska,Nebraska
ID_1111352349916884992,Iowa Nebraska South Dakota,Iowa Nebraska South Dakota
ID_1111374905763729408,Iowa NEBRASKA Nebraska,Iowa NEBRASKA Nebraska
ID_1111388023847936000,Nebraska Ohio,Nebraska Ohio
ID_1111402767698915328,Nebraska,Nebraska
ID_1111405122444120064,Nebraska Omaha,Nebraska Omaha
ID_1111406959150792704,Florida Nebraska,Florida Nebraska
ID_1111413201755791360,Ashland Nebraska,Ashland
ID_1111414506792452096,Nebraska,Nebraska
ID_1111448254590390272,NC NE Nebraska,Nebraska
ID_1111454417583329280,Nebraska,Nebraska
ID_1111470401652174848,UK ZIMBABWE Zim zimbabwe,zimbabwe
ID_1111506654900772864,CA Chimanimani NC Zimbabwe,Chimanimani Kopa Zimbabwe
ID_1111534949604229120,Zimbabwe Zimbabwes,Zimbabwe Zimbabwes
ID_1111537198770343936,Chipinge,Chipinge Meanwhile
ID_1111560633743482880,Nebraska,Nebraska
ID_1111577365489111040,nebraska,nebraska
ID_1111596796881571840,Malawi Mozambique Zimbabwe,Malawi Mozambique Zimbabwe
ID_1111636612927180800,Nebraska,Nebraska
ID_1111644782621851648,NE Nebraska,Nebraska
ID_1111660735044743168,American Iowa Nebraska,Iowa Nebraska
ID_1111662082188038144,Nebraska Omaha,Nebraska Omaha
ID_1111679998161756160,Beira Mozambique,Beira Mozambique
ID_1111704284297613312,Nebraska,Nebraska
ID_1111709761475670016,NY Nebraska,Nebraska
ID_1111719290334519296,American Nebraska Wisconsin,America Nebraska Wisconsin
ID_1111719447419670528,Nebraska,Nebraska
ID_1111737961681293312,Nebraska,Nebraska
ID_1111765210006728704,Nebraska,Nebraska
ID_1111770119217262592,Nebraska,Nebraska
ID_1111795632656838656,Nebraska,Nebraska
ID_1111799411552718848,Nebraska,Nebraska
ID_1111810302474096640,Nebraska,Nebraska
ID_1111813790973263872,Nebraska,Nebraska
ID_1111829396128702464,Nebraska,Nebraska
ID_1111839710694068224,Nebraska PR,Nebraska iowa
ID_1111847935225065472,Nebraska,Nebraska
ID_1111857411919212544,American Nebraska,Nebraska
ID_1111863460680384512,Nebraska,Nebraska
ID_1111863697700462592,Iowa Nebraska,Nebraska
ID_1111953781095313408,Minnesota Nebraska,Nebraska
ID_1111969851109769216,Nebraska U.S.,Nebraska
ID_1112021987487088640,Nebraska,Nebraska
ID_1112046904844697600,Iowa Nebraska,Iowa Nebraska
ID_1112087996399005696,NEBRASKA,NEBRASKA
ID_1112106054630993920,Iowa Nebraska,Iowa Nebraska
ID_1112110087542398976,Nebraska,Boone Montgomery county Nebraska
ID_1112125568810659840,Nebraska,Nebraska
ID_1112157147465281536,American Nebraska,Nebraska
ID_1112186396733784064,Iowa Nebraska,Nebraska
ID_1112311360577290240,Iowa Nebraska,Iowa Nebraska
ID_1112375310568218624,Nebraska Omaha,Nebraska
ID_1112406505955852288,LA Nebraskas,Nebraskas
ID_1112441785073176576,Nebraska US,Midwest Nebraska
ID_1112460468814258176,American Nebraska nebraska,Nebraska
ID_1112503493594673152,Nebraska,Nebraska
ID_1112516852041895936,Nebraska,Nebraska
ID_1112525786467061760,Nebraska,Nebraska
ID_1112583005279842304,Nebraska North Dakota,Nebraska North Dakota
ID_1112693479749140480,Nebraska,Nebraska
ID_1167488544132292608,Florida,Florida
ID_1167508711763582976,Atlanta,Atlanta
ID_1167512265576374272,Unknown,Ocala
ID_1167513247337123840,Tampa Bay,Tampa Bay
ID_1167519954792570880,Miami,Miami
ID_1167523469715746816,Chicago,Chicago
ID_1167523726482706432,Florida,Florida
ID_1167532405831323648,Fort Lauderdale Maralago PalmBeach Russia florida,Boynton Beach Fort Lauderdale Maralago PalmBeach
ID_1167532707083145216,Florida,Florida
ID_1167533810810048512,Florida,Florida
ID_1167542567145222144,Florida,Florida
ID_1167545583768199168,Florida,Florida
ID_1167554437424058368,Florida VA,Florida
ID_1167555857187594240,CA Florida SC,Florida
ID_1167557171200106496,Unknown,Sunrise Emergency Operations Center
ID_1167562217652457472,Unknown,lakeland
ID_1167562451593945088,North Carolina U.S.,North Carolina U.S.
ID_1167577360255934464,CA NE Richmond,Richmond
ID_1167578672192196608,Jacksonville,Jacksonville
ID_1167591166923235328,New Orleans,New Orleans
ID_1167612406723489792,US,Homestead Air Reserve Base
ID_1167634666607845376,Florida,Florida
ID_1167646821050716160,Florida,Florida
ID_1167658207319187456,FL Jacksonville Nevada,FL Jacksonville Nevada
ID_1167667075504070656,Florida Georgia Virginia,Florida Georgia Virginia
ID_1167671819278663680,FL Palm Beach County VA,6000 Northtree Blvd. FL Lake Worth Palm Beach County Shelter W. Boynton Recreational Center
ID_1167679869888737280,Florida,Florida
ID_1167720918380158976,Bahamas,Bahamas
ID_1167743291967696896,CA Florida,Florida
ID_1167761487873622016,Florida,Florida
ID_1167778641901686784,FL Florida,Florida
ID_1167782703074336768,Brevard County CA Florida NE,Brevard County Sheriff Wayne Florida beginning
ID_1167795696889716736,Georgia,Georgia
ID_1167809855517843456,Florida,Florida
ID_1167816141860999168,Floridas,Florida
ID_1167820406444777472,Carolinas Florida NorthCarolina SouthCarolina,Florida NorthCarolina SouthCarolina
ID_1167820655724830720,Orlando,Orlando
ID_1167820820900655104,Unknown,Mar-A-Lago
ID_1167820950794055680,Florida,Florida
ID_1167831514350071808,South Carolina,South Carolina
ID_1167841278899445760,South Carolina,South Carolina
ID_1167841620814913536,FL Tennessee,FL Tallahassee Tennessees
ID_1167844534321057792,FL Florida,Florida
ID_1167847078313308160,Miami,Miami Beach
ID_1167852157758050304,Palm Beach County,Palm Beach County
ID_1167853856501456896,SC,SC
ID_1167854227026305024,Abaco Islands Bahama Carolinas Florida,Abaco Bahama
ID_1167865772011487232,Unknown,Dorian Village
ID_1167874946372001792,NC,Atlantic
ID_1167879435514609664,Bahamas,Bahamas
ID_1167880853436788736,United States,United States
ID_1167900216076337152,Charlotte,Charlotte
ID_1167900927912579072,Florida US,Florida
ID_1167915700154798080,North Carolinians,North Carolinians
ID_1167921412763316224,Abaco Bahamas Broward CA Florida Indian Indian River NE,Bahamas Coastal Broward Deerfield Beach Florida Grand Bahama Indian River Little Abaco Sebastian Inlet
ID_1167921452403679232,South Florida,Florida
ID_1167948325640757248,Broward CA,Broward Clay Duval
ID_1167962033284878336,Florida Maryland,Florida Maryland
ID_1167983948544086016,NC,NC
ID_1168023513405501440,Bahamas,Bahamas
ID_1168035707362762752,Bahamas,Bahamas
ID_1168089941949198336,Palm Beach County,Palm Beach County
ID_1168155039522836480,Florence North Carolina,Dorian Florence North Carolina
ID_1168155291264999424,Palm Beach County,Palm Beach County
ID_1168157016436682752,Abaco Marsh Harbour,Abaco Island Marsh Harbour
ID_1168165608946618368,Palm Beach florida,Eastern Palm Beach
ID_1168176931688370176,Bahamas TX US,Bahamas TX
